time,X_value,Y_value,Z_value
310.801,49.08074,6.03800,-24.49599
310.877,51.00915,5.96127,-24.07925
310.960,55.28379,6.50486,-25.16277
311.032,51.05176,4.79879,-23.91288
311.112,50.00240,4.17798,-21.88882
311.189,53.93877,5.65451,-24.41686
311.281,56.22221,7.03910,-25.79470
311.353,59.27296,7.90947,-25.49593
311.448,60.21547,9.05019,-25.64983
311.511,60.88655,9.77826,-27.89878
311.596,61.96674,9.49964,-27.38974
311.667,56.55724,8.84376,-25.36578
311.751,55.11399,8.46517,-27.53529
311.827,49.55274,7.94219,-25.66152
311.911,47.91558,7.24447,-25.50391
311.989,51.42028,7.79768,-25.76378
312.067,52.43128,7.81257,-25.41923
312.145,50.55266,5.37236,-22.11069
312.227,50.89585,5.99497,-23.01098
312.308,55.58930,8.05796,-25.85105
312.388,56.36935,9.03791,-25.32053
312.460,59.11354,10.65978,-26.63173
312.545,61.97690,12.27774,-29.14847
312.627,62.44356,12.64299,-31.34308
312.711,59.45226,12.36887,-30.27314
312.777,55.12435,11.26096,-31.96238
312.864,51.84032,10.41720,-32.49110
312.940,46.42549,9.28056,-31.15136
313.029,47.63330,8.71094,-32.52059
313.103,52.26245,8.90576,-32.69057
313.182,47.20303,6.45153,-30.58559
313.262,49.23221,5.28882,-29.15459
313.337,51.15216,7.06852,-32.67921
313.414,55.11907,8.51483,-32.81613
313.500,57.79214,9.62725,-31.18749
313.517,60.06297,11.12371,-30.65409
313.603,60.44961,11.66823,-30.88868
313.688,59.44571,11.10618,-30.02341
313.751,54.04727,10.23128,-28.89972
313.841,52.58751,9.87989,-30.52283
313.908,47.88603,8.08850,-25.76964
313.999,48.29991,7.22270,-25.24901
314.073,52.39314,7.83772,-26.05639
314.151,50.17612,7.15960,-25.26855
314.231,50.42173,5.41677,-22.94674
314.318,51.29842,7.07930,-23.93757
314.390,55.23194,9.44636,-26.57344
314.544,56.13660,10.03922,-26.03661
314.631,58.81654,11.77040,-27.85045
314.708,59.96227,12.82012,-31.06724
314.786,59.60326,12.24987,-31.22399
314.861,54.85720,10.95225,-29.92954
314.944,52.27758,9.14736,-30.54941
315.019,49.05758,9.05384,-28.37481
315.102,47.60888,8.55323,-27.88094
315.189,49.98452,8.96954,-28.60293
315.267,50.22508,8.74655,-28.28530
315.340,48.77839,6.06160,-26.50368
315.419,48.04855,6.46919,-27.22696
315.498,51.29210,8.55832,-28.98890
315.584,56.63307,10.34757,-26.14963
315.663,56.95841,12.17113,-22.29739
315.736,59.82621,14.37747,-23.05325
315.820,63.81995,16.82223,-26.49561
315.895,57.63434,14.26796,-24.65728
315.973,54.94678,13.27742,-25.35064
316.056,49.09364,12.15878,-23.34576
316.133,47.00510,8.36607,-22.99519
316.214,50.13368,6.97582,-23.21529
316.292,54.32081,6.57757,-22.16586
316.373,55.86678,5.21831,-21.21806
316.455,55.47846,2.15050,-19.64677
316.534,66.53160,1.86915,-23.30911
316.609,81.79067,4.57056,-30.43755
316.692,96.82304,12.46018,-33.24907
316.768,115.28658,38.93078,-38.59626
316.848,127.87712,42.70965,-46.85756
316.932,143.51430,39.50813,-51.17536
317.008,162.82123,32.30534,-49.18158
317.085,174.99503,25.30871,-48.80283
317.168,-172.33290,4.02482,-36.05250
317.243,-120.90769,-14.25897,-6.50992
317.325,-77.78107,-17.83155,19.89265
317.412,-62.07994,-20.65985,31.04129
317.492,-56.64707,-21.87347,34.06802
317.574,-49.41737,-20.33092,33.49567
317.652,-43.68143,-11.49036,33.17253
317.732,-38.25210,-5.38098,32.01501
317.813,-39.81001,-0.23426,28.48995
317.889,-37.97079,2.62546,25.91396
317.973,-40.50552,10.40457,18.77036
318.052,-37.83504,10.05230,12.03260
318.132,-32.54527,-1.49207,5.91323
318.205,-30.86552,-3.57330,10.44847
318.289,-31.36006,-3.23317,16.47165
318.366,-27.54939,-3.30270,20.20670
318.446,-26.82249,-4.42060,18.78379
318.531,-26.85208,-6.73856,15.94796
318.606,-26.33462,-9.99859,14.74514
318.689,-24.87737,-12.06543,13.63055
318.765,-21.86988,-14.66676,13.48316
318.846,-16.39807,-15.58331,15.35238
318.923,-14.50777,-17.27104,17.19132
319.006,-12.12342,-18.07337,19.52037
319.090,-7.52340,-17.36898,22.48078
319.159,1.69355,-7.96471,26.63053
319.241,5.59461,-2.48257,30.31576
319.318,2.66769,-5.61744,33.31868
319.404,-2.57735,-10.78751,36.85359
319.478,-12.76808,-23.68330,36.74763
319.567,-10.22521,-22.52366,35.53140
319.640,-11.90740,-19.77850,36.47290
319.716,-7.18275,-15.10268,35.50908
319.796,-7.07833,-17.53598,34.44547
319.878,-6.00855,-16.74680,34.28745
319.958,-6.98764,-15.68872,35.09997
320.035,-4.33964,-14.88113,35.71054
320.112,-4.44505,-13.04009,38.19324
320.197,-2.48999,-9.63731,43.74786
320.271,0.50222,-9.39964,47.27330
424.096,-1.12869,-14.47442,121.23710
424.171,-2.13036,-13.33575,120.33756
424.251,-1.61257,-14.67129,119.24445
424.332,-2.71690,-15.96346,119.15185
424.414,-1.87483,-17.02040,119.71905
424.493,-2.97012,-17.37772,119.39993
424.574,-2.53705,-17.52404,117.66878
424.656,-2.94455,-15.49635,115.57138
424.733,-3.36998,-17.39820,115.02661
424.822,-3.42575,-19.73559,115.37679
424.889,-3.99231,-22.01948,115.87375
424.971,-3.77060,-21.84258,116.44019
425.048,-3.40073,-16.48880,118.75998
425.125,-2.21863,-8.34127,121.59045
425.210,2.34834,-7.52037,121.01994
425.283,4.09144,-7.77740,120.31485
425.363,-5.93578,-9.47642,121.57181
425.441,-4.25981,-5.63272,121.65425
425.525,-5.73402,-2.22555,122.04662
425.601,-5.53639,0.21221,123.33997
425.687,-8.17089,-1.69578,122.34585
425.767,-8.40105,-2.76260,123.40544
425.840,-7.40997,-3.87128,123.13631
425.920,-6.58855,-5.50389,123.63042
425.999,-5.98288,-4.65371,126.52684
426.079,-6.33733,-4.15730,128.32419
426.164,-6.43374,-4.65340,130.54243
426.236,-8.61677,-0.95253,133.30594
426.317,-10.35396,-1.03257,133.53627
426.394,-9.83533,-3.03187,133.06763
426.473,-14.83257,-8.16345,134.29085
426.568,-22.66857,-8.62854,138.60773
426.634,-28.43608,-5.02739,138.64647
426.715,-36.96449,-3.72581,123.23841
426.791,-41.15652,5.76703,105.42358
426.871,-41.59946,13.37519,94.72110
426.956,-42.50585,17.97926,88.94238
427.033,-44.31666,19.52023,84.81136
427.109,-43.97852,18.38168,85.63094
427.189,-43.86582,16.41745,93.98761
427.274,-45.13018,14.66868,106.15391
427.361,-45.46366,15.25570,116.07700
427.431,-45.31089,14.97713,121.66944
427.512,-44.03790,13.86263,123.12248
427.588,-43.57277,11.46901,122.81664
427.665,-42.94279,8.25788,122.35146
427.752,-40.12318,3.22587,124.35891
427.825,-35.09320,2.18677,122.38935
427.910,-38.43659,2.20278,124.41492
427.984,-36.89235,6.41447,129.00781
428.068,-34.70830,7.11095,132.52106
